texto,sentimiento,sentiment_label,sentiment_probabilities
"¿Alguien cree que no dice la verdad? Aznar: 'Cada vez que los socialistas gobiernan, dejan el país hecho una ruina' ",Negativo,0,"[0.9995312690734863, 0.0004687696055043489]"
Jamás voy a discotecas. Hay que dejar algo para los tronistas. Y no tengo cuenta de Facebook. Me la borró La Ogra Que Todo Lo Logra.,Negativo,0,"[0.9996036887168884, 0.00039629649836570024]"
Alhaurín de la Torre y Málaga acogen el primer encuentro de festivales de jazz. ,Positivo,1,"[0.0005546945030800998, 0.9994452595710754]"
"""La pobreza es intolerable en un mundo de abundancia"" Kofi Annan, ex Secretario General de la ONU",Neutral,0,"[0.9989063739776611, 0.001093642902560532]"
El embajador de Iran escucha al juez Grande Marlaska hablar de derechos de homosexuales en el plató de losdesayunosdetve  Ahora va él.,Neutral,0,"[0.9911168813705444, 0.008883136324584484]"
blog/pedro-sanchez/espana-en-las-economias-emergentes ,Neutral,1,"[0.0013962221564725041, 0.9986037611961365]"
Lo mejor es que La Sinrazón acudiese a las ruedas de prensa y así no tocase de oído desafinando.,Negativo,1,"[0.05253823101520538, 0.9474617838859558]"
Rueda de prensa posterior al Comité de Dirección del ppmadrid  ,Neutral,1,"[0.253520131111145, 0.746479868888855]"
“SaraMico: Es injusto que siga a David_Busta desde que salió de OT y nunca me diga nada :(”TOTALMETE DE ACUERDO! SORRY,Negativo,0,"[0.9990910291671753, 0.0009089286322705448]"
Compre la Mezquita de Córdoba es trending topic. Gracias. (va de este artículo en mi blog ,Positivo,1,"[0.0004554407496470958, 0.9995445609092712]"
Espeanza Aguirre suelta en OndaCero_es q estudia cobrar x el uso de carreteras y nadie le pregunta notengopalabras,Negativo,0,"[0.7591741681098938, 0.2408258616924286]"
"Rajoy repite hoy: ""este año no va a ser fácil"" y reduciremos el déficit ""todo lo que podamos"". No da cifras.",Negativo,0,"[0.9995121955871582, 0.00048777248593978584]"
Apple presentaría el nuevo iPad la próxima semana ,Positivo,1,"[0.00031843033502809703, 0.9996815919876099]"
La caída del Euribor rebaja las hipotecas por primera vez en año y medio ,Positivo,1,"[0.017856545746326447, 0.9821434617042542]"
tomasdj: Como nuevo Defensor del Lector de EL PAÍS espero no desmerecer el legado de los muy admirados periodistas que me han precedido,Positivo,1,"[0.0007332328241318464, 0.9992668032646179]"
"La obsesión del PP  estherpalomera M. Montesinos ""servicios inf rtve trabajan al servicio de una oposición q no consideran oposición""",Negativo,0,"[0.9994111061096191, 0.000588960712775588]"
"Sin cabeza, VE sufre la obsesión del PP estherpalomera El presidente interino de rtve no responde a las preguntas de Fabra ni Montesinos",Negativo,0,"[0.99969482421875, 0.00030517549021169543]"
Este es el VideoMinuto de hoy de esperanzaona . En Andalucia un 33% de paro femenino. Poderosa razón para el cambio ,Negativo,0,"[0.9562664031982422, 0.04373355209827423]"
“Flofdez: Hoy en OtraMovida Carlos_Latre nos presenta su nuevo espectáculo YESWESPAINISDIFERENT Sobran las palabras!”bien!;),Positivo,1,"[0.00031854756525717676, 0.9996814727783203]"
Una de fakes de esos que todos los medios nos comemos: Nadie le miró el escote a Mary de Dinamarca  ,Negativo,0,"[0.8817976713180542, 0.11820241063833237]"
"eaparicio1991: ""Hasta que no solucionemos la crisis política no saldremos de verdad de la crisis"" Albert_Rivera Tome nota marianorajoy",Negativo,0,"[0.9989994168281555, 0.0010006192605942488]"
Javier Espinosa lleva horas sin comunicarse y no se sabe donde está. Vía pedroj_ramirez,Negativo,0,"[0.9993784427642822, 0.0006214908207766712]"
Jajajaja llevas razón!  JesusCintora: FedericoQuevedo Cepeda varaca6 Y menos mal que salen a correr sino a ver quién los aguanta.,Positivo,1,"[0.0011670214589685202, 0.9988330006599426]"
El BCE PRESTA DINERO AL 1%. YO TAMBIÉN QUIERO! ,Positivo,1,"[0.0002834447077475488, 0.999716579914093]"
"Gracias a mis hermanos Flofdez , danimartinezweb ,",Positivo,1,"[0.00033439366961829364, 0.9996656179428101]"
Estoy en Churriana y me preguntan por la chatidieta mariarojo82 ;-) le di una tarjeta tuya a Mercedes q te va a llamar ;-)),Positivo,1,"[0.00036056770477443933, 0.9996393918991089]"
"Hoy estuvimos con el ""enemigo"" en las manifestaciones de estudiantes. Solo vimos a jóvenes que reivindican la educación publica y futuro.",Neutral,0,"[0.9917363524436951, 0.008263641968369484]"
"Occidente prefirió negocios y la apariencia de ""modernidad"" de Siria a los derechos de los ciudadanos y ahora se refugia en la incapacidad.",Negativo,0,"[0.99949049949646, 0.0005094205844216049]"
"Sin Gobierno real y eficaz en Europa el diálogo con la Comisión, y no con los gobiernos poderosos europeos, es, en el fondo, una pantomima.",Negativo,0,"[0.9996293783187866, 0.00037058399175293744]"
Dado que la Fiscalía no quiere imputar a la infanta Elena. me ratifico: No imagino a Urdangarin en la cárcel ,Positivo,1,"[0.0005528729525394738, 0.9994471669197083]"
rbrauna: paurubio Quiero ver PEACE and LOVE All around the world. Y claro que también PAULINA RUBIO! =D allaroundtheworld,Positivo,1,"[0.00023386966495309025, 0.9997661709785461]"
Ahora sí: albricias plenas. Tenemos confirmado que Javier Espinosa está en Libano sano y salvo. Parece que los franceses siguen en Homs.,Positivo,0,"[0.9699352383613586, 0.030064746737480164]"
"Total, que los vándalos y el vandalismo han tomado la calle. Vale.",Negativo,0,"[0.9994186162948608, 0.0005814290489070117]"
siguiendo a AyudaMalawi,Positivo,1,"[0.000368763052392751, 0.9996311664581299]"
me encanta veros aquí cbciudadjardin ;-)),Positivo,1,"[0.0002713288995437324, 0.9997286200523376]"
Fin de la jornada! De camino a casa! Deseando ver a mis chicas!;-),Positivo,1,"[0.00023360378690995276, 0.9997664093971252]"
El 11M la izquierda se manifestará porque TVE va a eliminar a Bob Esponja. Vaya tropa!,Negativo,0,"[0.9993218183517456, 0.0006782386335544288]"
"Las adopciones se desploman en Madrid. En 2011 hubo la mitad que hace una década, por las trabas y la burocracia. Mañana en 20m",Negativo,0,"[0.9994587302207947, 0.0005412973696365952]"
Enhorabuena eesperanzaona : esta web ha sido ganadora de los premios web de diario_sur ,Positivo,1,"[0.0003450428193900734, 0.99965500831604]"
"se equivoca.La calle la toman los anti sistema, ellos no están con el:""girauta: Para los que no acaban de entenderlo: ",Negativo,0,"[0.9995402097702026, 0.00045979456626810133]"
no puede ser. “noelia_atance: Margallo se declara fan de Felipe González”,Positivo,1,"[0.00035448986454866827, 0.999645471572876]"
"lo tendré en cuenta. Pero no parece cercano.mas bien hay q emigrar. “TrasgodeGaceta:  Cuando se pueda elegir ser Liechtenstein, avisa”",Negativo,0,"[0.9919667840003967, 0.0080331452190876]"
“alvarobenitopig: David_Busta pedazo d crack!”CUANTO NOS GUSTARÍA JUGAR CON ELLOS EH!,Positivo,1,"[0.13073104619979858, 0.8692689538002014]"
Savater ganó hoy el premio Primavera de literatura ,Positivo,1,"[0.0006469335639849305, 0.9993531107902527]"
“ROBRESREDFORD: : rafam_simancas en un tiempo usé una prenda que llamaban gabardina.”,Neutral,1,"[0.14380548894405365, 0.8561945557594299]"
En fin momentodormir Byes y gracias a todos x comentarios.,Positivo,1,"[0.0003279205411672592, 0.9996720552444458]"
La publicidad en tu tweet. ,Neutral,0,"[0.9800108671188354, 0.01998915895819664]"
Feliz x el triunfo y x darlo todo los 90 minutos con la Selección. Es importante para hacer fuerte al grupo y seguir creciendo como equipo.,Positivo,1,"[0.00024908239720389247, 0.9997509121894836]"
Buenas noches. Mañana en El_Hormiguero !;-),Positivo,1,"[0.0002720770426094532, 0.9997279047966003]"
": “FelipeAlcarazM: Mañana, con la vigencia de la ley, nos comunicamos en interwert.”",Neutral,1,"[0.005453227087855339, 0.9945467710494995]"
"Vergonzosa la actitud del PSOE. Tras dejar España con 5,3mill parados y recesion apoya movilizaciones y violencia contra un Gob de 50 dias.",Negativo,0,"[0.9995310306549072, 0.0004689322377089411]"
Recomiendo El 'Túnel'de Dürremat. Relato breve.,Positivo,1,"[0.0003262830141466111, 0.9996737241744995]"
"Periodistas de informativos T5 agredidos ayer, también, en la manifestación de estudiantes de Barcelona. Lamentable, inaceptable, condenable",Negativo,0,"[0.9995130300521851, 0.0004870180564466864]"
"Rajoy:""(Déficit) Lo bajaremos todo lo q podamos pero hay q compatibiizar estas políticas con aquellas que sirvan para la creación de empleo""",Neutral,1,"[0.03191671893000603, 0.9680832624435425]"
"Buenos días. Hoy, Desayunos de TVE a las 9 con anapastor_tve, anabeldn y radiocable. Estará el ministro García Margallo.",Neutral,1,"[0.00029345089569687843, 0.9997065663337708]"
Portada El Mundo ,Neutral,1,"[0.0009608824038878083, 0.9990391731262207]"
España a la cabeza de Europa en el poder de influencia de las marcas a través de las redes sociales. (EP),Positivo,1,"[0.0007077414775267243, 0.999292254447937]"
Pastor mantiene al equipo socialista en AENA y nombra a San José director de Comunicacion.,Positivo,1,"[0.010050442069768906, 0.9899495840072632]"
"Cumplen 50 años la cintas de casette y se ha muerto el inventor del Geyperman, poco a poco mis cosas se convierten en antigüedades, glups.",Neutral,0,"[0.9969915151596069, 0.0030084073077887297]"
"Ferrocarriles d la Generalitat informa q entre las 8 y 11.15h,los trenes d línea S2 y S55 no pararán en la estación d Autónoma x seguridad",Negativo,0,"[0.9983381032943726, 0.0016619000816717744]"
Ah! Q me dicen q villarrubiapsoe se presenta a SG PSOE Castilla y León y claro para ganar titular necesita insultar a Aznar. pobrecillo,Negativo,0,"[0.9994707703590393, 0.0005292551941238344]"
"Buenos días,hoy nos reunimos la Ministra y yo con el Consejo para la igualdad. Órgano q trabaja por evitar conductas xenófobas y excluyentes",Positivo,1,"[0.0006800029659643769, 0.9993200302124023]"
Mato y las CCAA acuerdan alcanzar con rapidez  un pacto sobre la sanidad  via ,Positivo,1,"[0.004310740157961845, 0.9956892132759094]"
En el Consejo Territorial del PSOE. ,Neutral,1,"[0.012006456963717937, 0.987993597984314]"
En el maracas de malaga! ,Positivo,1,"[0.0003393059887457639, 0.9996607303619385]"
"La subdirectora de La Paz dice que reabrir el CEP Fuencarral sería la solución ""mas acertada"" vía epmadrid ",Positivo,1,"[0.0008979424019344151, 0.9991021156311035]"
Desayunando en el apunto ,Neutral,1,"[0.0009573441348038614, 0.9990426898002625]"
Os dejo una foto con el alcalde de Getafe JuanSoler_  tras la firma de un Convenio en materia de seguridad  ,Positivo,1,"[0.0007861164049245417, 0.9992138147354126]"
"Es de tal cinismo  juankicoino: mariviromero es que son hipocritas hasta con ellos mismos, han engañado a españa y la seguiran engañando",Negativo,0,"[0.999518871307373, 0.0004811165272258222]"
Respondiendo a vuestras preguntas en OndaCero_es !! ,Positivo,1,"[0.00031431569368578494, 0.9996856451034546]"
Saludando a uno de los grupos que visita el Consolat de Mar en la jornada de puertas abiertas de hoy ,Positivo,1,"[0.0003040121519006789, 0.9996960163116455]"
Qué inquietante parece esto. La policía francesa investiga un robo de explosivos cerca de Grenoble ,Negativo,0,"[0.9996615648269653, 0.0003384366282261908]"
Libro Blanco de la Discapacidad en Andalucía ,Neutral,1,"[0.07179368287324905, 0.9282063245773315]"
"""El 11M y los sindicatos: villanía y ceguera moral"" Editorial 13tv_AlDia 20.30h 13television ¿Están UGT y CCOO en el 'vale todo'?",Negativo,0,"[0.9996514320373535, 0.0003486132191028446]"
"así actuaba la ""tribu"": Las «aberrantes» imágenes captadas por productores de pederastia en España - ABC.es ",Negativo,0,"[0.998740017414093, 0.001259976183064282]"
Fuencarral entrega en Sanidad 8.0 firmas contra el cierre de su centro de especialidades ,Positivo,1,"[0.0009255853947252035, 0.9990743398666382]"
Desde el Consejo de VE me aclaran q lo de Clan y Teledeporte se ha sacado d madre.Era un ejemplo dq los recortes afectarán a la parrilla,Negativo,0,"[0.9993382096290588, 0.0006617544568143785]"
Reunión con el equipo del programa. Nos brillan los ojos y no hemos bebido.,Positivo,1,"[0.001152140088379383, 0.9988478422164917]"
Vale. Tú me vas diciendoi si eso..“juanjomendo:Buenafuente espero k no se te vea el plumero politicamente hablandoPierdes muxo publico asi,Negativo,0,"[0.9993355870246887, 0.0006644352688454092]"
Las obras del Palacio de la Aduana concluirán en verano.  ,Neutral,1,"[0.003109299810603261, 0.9968907237052917]"
Voy a comer! Que me liáis! Jajaja,Neutral,0,"[0.9229009747505188, 0.0770990177989006]"
España reconoce ya un proceso de negociación en Bruselas. No es posible cumplir el objetivo de déficit en 2012 estando en recesión,Negativo,0,"[0.9987491369247437, 0.0012509021908044815]"
"_Rubalcaba_ ""La violencia es detestable, pero el problema es que haya quien quiera relacionar al PSOE con la violencia""",Negativo,0,"[0.9967612624168396, 0.0032387760002166033]"
Pronto ! “Lourdes_Morillo: EnVenezuelaTenemos muchos fanáticos de juanes  juanes . ojala algún día lo tengamos por VENEZUELA! =D”,Positivo,1,"[0.0004962766543030739, 0.9995037317276001]"
Un besazo hasta Sevilla.  PAQUIKAVITO: Jas_Sevilla siempreesdnoche alejandrosanz gracias salao! Besos pa Sevilla !,Positivo,1,"[0.00023753559798933566, 0.9997624754905701]"
Mucha suerte. Un besote  RaquelIglesi: AlejandroSanz y ahora a repartir mmas curriculums y q mejor q ir . ,Positivo,1,"[0.00025477094459347427, 0.9997451901435852]"
"De maravilla, estamos editando las baterias y programando. Hay mucha electronica en el disco ;)  . ",Positivo,1,"[0.0004437464813236147, 0.9995562434196472]"
Bueno. Os dejo otro rato. Luego publicare una fotito o algo en mi facebook. Ciao.,Neutral,1,"[0.0002367952693020925, 0.9997631907463074]"
Amigos navarros: ¡Cinfa pretende producir Viagra! ,Positivo,1,"[0.00035747053334489465, 0.9996424913406372]"
¿Cómo pueden ser CCOO y UGT tan mezquinos e insensibles como para desoir a quienes piden que preserven el 11M para recordar a las víctimas?,Negativo,0,"[0.9993040561676025, 0.0006959909223951399]"
"silcantalejos: paurubio que lindo! Aca en Argentina, empezamos el otoño! :(",Positivo,1,"[0.0002676825679372996, 0.9997323155403137]"
UMusicMexico: paurubio homenajeada en Quintana Roo ,Positivo,1,"[0.0003167284594383091, 0.9996832609176636]"
TonioR0cks: Jueves de REVISTA! PauRubio En Portada HOY Mujer : Brava y Persistente! Corran A Comprarla! &lt;3 ,Positivo,1,"[0.0002946889726445079, 0.9997052550315857]"
De Guindos advierte de que no habrá decisión sobre el déficit hasta mayo ,Negativo,0,"[0.9987643957138062, 0.0012356574879959226]"
Algo se va a aclarando el panorama. De Guindos confirma que mañana se aprobará el techo de gasto y el cuadro macro / vía EFE,Positivo,1,"[0.0013146796263754368, 0.9986853003501892]"
Espero que el PP les mande la mierda. :Amaiur pide datos sobre los policías y guardias civiles en el País Vasco ,Neutral,0,"[0.9995269775390625, 0.0004730094806291163]"
He publicado una foto nueva en Facebook ,Positivo,1,"[0.0005517569370567799, 0.9994482398033142]"
Vamos a por YesWeSpainISDIFFERENT !!;) jueves!;),Positivo,1,"[0.000287324859527871, 0.9997126460075378]"
Estamos en el seminario de las claves de B16 con Mayor Oreja y Nasarre. TelediarioInter 20:30,Neutral,1,"[0.0007520634680986404, 0.9992478489875793]"
"Fotos de mi reunión en Madrid con anapastorPP, Ministra de Fomento ",Neutral,1,"[0.00440490897744894, 0.9955950379371643]"
Soraya Sáenz de Santamaría preside mañana por primera vez el Consejo de Ministros. Rajoy seguirá en Bruselas,Neutral,1,"[0.0033894386142492294, 0.9966105818748474]"
"La gasolina ha subido hoy en Castilla y León por un nuevo impuesto regional, el céntimo sanitario, que en realidad son 5,6 cts litro",Negativo,0,"[0.9990702271461487, 0.0009298074874095619]"
"Rueda de prensa en el espacio movistar de DF, presentación de la gira acústica en México. ",Positivo,1,"[0.0008706058142706752, 0.9991293549537659]"
Empezamos linternacope desde Zamora y hablaremos de la Cumbre de Bruselas y la violencia callejera.,Neutral,1,"[0.0015168975805863738, 0.9984831213951111]"
