texto,sentimiento
Buenos días. Toma ya!.“kikamondelo: Buenafuente Me tengo que mojar Y me mojo ,Neutral
Mi análisis de lo que pasó ayer en el congreso del PP: Aznar o la reserva inmaterial del PP. ,Neutral
Sobre la tragedia del metro de Valencia. ,Negativo
Clausura del Congreso del PP. Claro liderazgo d marianorajoy y mdcospedal. Gran representación de ppmadrid con igonzalezPP y luciafigar,Positivo
Comenzamos la jornada. 17congresoPP ,Neutral
"Nadie está vacunado, en particular en política, de los males de la vanidad, la soberbia o la codicia. Pero el Congreso del PP fue una orgía",Negativo
"A propósito: Garzón es inocente según el New York Times, y sigue siendo de los mejores jueces del país. Nadie recordará a sus fustigadores.",Positivo
Curro Romero y su mujer Carmen Tello en el 17CongresoPP para arropar a marianorajoy y javierarenas_pp ,Positivo
"A falta de otras ideas y de grandes fichajes, en el congreso del PP se debate si Arenas ha ganado o perdido poder. Y eso ya es revelador.",Negativo
".javierarenas_pp "" vamos a reducir al 50 % los altos cargos en Andalucia y todos los d. generales serán funcionarios"" ArenasPresidente",Neutral
".javierarenas_pp : "" la reforma educativa será la reina de todas las reformas en Andalucia"" ArenasPresidente",Positivo
Puedes seguir en directo la intervención de javierarenas_pp en ,Neutral
".javierarenas_pp "" solo estaré 8 años en la Presidencia de la Junta de Andalucía"" ArenasPresidente",Neutral
Reparto de poder en el PP. Cospedal gana ,Positivo
"Hace un año pperezf y iguardans me ayudaron a entender la importancia de los Goya. Gracias, espero que hoy sean un éxito.",Positivo
"Dolores de Cospedal es muy monótona hablando, no hay forma de q arranque un aplauso entusiasta. 17CongresoPopular",Negativo
Mayoría también en la red  ,Positivo
No creo que este haya sido el mejor discurso de María Dolores de Cospedal. 17CongresoPP,Negativo
"Rajoy resume su reto con una frase certera: ""Aquí no se puede gobernar pensando en la próxima media hora. Hay que preparar el futuro"".",Positivo
"Rajoy augura medidas durisimas: ""No será agradable, pero los españoles están de acuerdo""",Negativo
".marianorajoy "" haremos las reformas con justicia, sensatez y sentido común "" 17congresopp",Positivo
". marianorajoy "" es mas fácil hacer reformas en una casa vacía pero la nuestra tiene 47 millones de personas"" 17congresopp",Neutral
Rajoy: nadie acudirá a rescatarnos. Saldremos con esfuerzo y perseverancia. Nos costara pero lo haremos. sinbrotesverdes,Positivo
19F ,Neutral
"Frase resumen de Rajoy sobre sus reformas: ""no será agradable, pero los españoles están de acuerdo"" 17CongresoPP",Negativo
Una comparsa pidiendo por la custodia compartida. algoseestámoviendo  ,Neutral
feliz cumple soniachaconp ;-)),Positivo
“morabenavente:Reflexión excelente. Cómo tomar decisiones capitales en situaciones de incertidumbre Unknown Unknowns ,Neutral
La crisis exige unos presupuestos q incentiven el empleo pero no puede ser una coartada para suprimir derechos laborales,Negativo
Gran discurso de javierarenas_pp hoy en el congreso del partidopopular. Cada dia es mayor su capacidad de llegar a la gente y convencer,Positivo
Marchas contra la reforma laboral. El cierre del 17 congreso dl PP. Los Goya. Os lo contamos en unos minutos en informativost5 Os esperamos,Negativo
"Carlos Floriano, vicesecretario de Organización PP (c_floriano) sobre 17 Congreso PP:""Congreso centrado en los problemas de los ciudadanos""",Negativo
"Recomiendo que leáis el discurso de  Rajoy de hoy -está colgado en ELMUNDO.es- y luego os fijéis en Mendez, Toxo y el consejero de Bankia.",Neutral
FELICIDADES A MI AMIGO _danielmartin_ ! abrazo crack!!,Positivo
Un recuerdo de la noche sevillana!! ,Neutral
"Y por esto no protestan los sindicatos, verdad?",Negativo
112 informa a aytos. y organismos d alerta amarilla AEMET x bajas temperaturas -8 C Sierra y -4 C resto próxima madrugada vía 112cmadrid,Negativo
"""20m: Cardenal de BCN:'Los niños sin estudios de religión se sienten atraídos por sectas'""¿Su eminencia es experto en gustos infantiles?",Negativo
Y qué mal el árbitro,Negativo
"La respuesta masiva en la calle al ataque brutal de la derecha política y económica a los trabajadores va a marcar ""un antes y un después""",Negativo
Otro triple de Llull. Y mate de Ndong. Ahí están las armas de uno y otro.,Positivo
"No entiendo esa falta.Begic se ha equivocado,y el RMD lo puede pasar mal al final",Negativo
"Me he sentido hermanntertsch aludido por una generalización injusta. Todo es imperfecto, compañero, pero nunca fue tan plural VE.",Negativo
(2)Si Rajoy le hubiera dado a Arenas poder en el partido ¿Qué pasaría si gana en Andalucía? Sería una alternativa.,Neutral
Mi amigo danimelli79 de la Taperia de la Plaza de Medina nos invita a SandraMoti y a mi a poner nombre a un pincho.ahora mismo va foto,Positivo
Sí lo que está entre las aceitunas son fresas danimelli79  Y la explosión en la boca es brutal.,Positivo
"Qué pedazo de MVP, Sergio Llull, aquel chico menorquín que debutó metiéndole cuatro triples a un equipo de la NBA. Y Carroll!!",Positivo
"sanchez_sonia en este asunto, por más que algunos discrepen, los datos cantan. No ha habido igualdad hasta que se ha forzado, y aun es poca",Negativo
"Ya ganamos hasta en el baloncesto,grande Sergio llul,las cosas están cambiando, HALA MADRID.",Positivo
"No es una victoria, es una barrida.",Positivo
Gran victoria del Real Madrid de Baloncesto frente al Barcelona en la final de la Copa del Rey halamadrid,Neutral
"Q pena la gente q se expresa con insultos gratuitos pero q bueno recibir tweets de la gente de verdad,gracias twitteros.",Positivo
Más aplicaciones de medios en Facebook para llegar al público joven ,Positivo
"Moderación, humildad, sencillez, transparencia, participación y respeto a los demás es lo que se respiraba en el 17CongresoPP ;-))",Positivo
Las entrevistas de Cospedal mañana (previsiones del PP) 08:40.- Telecinco08:50.- Onda Cero09:00.- Cadena Ser09:10.- . ,Neutral
anapastor_tve si pongo los nombres de los programas me voy a un folio!,Neutral
"Con las proclamas antiPP, anticapitalistas y anticlericales del 19F y con los premiosgoya España encara un nuevo amanecer. Se ve claro",Neutral
Barça 0-1 Valencia.,Neutral
Voy a los Goya a entregar el premio al actor revelación.Y a hacer algunas observaciones sobre como suelen votar los académicos(me incluyo),Positivo
Barça 1-1 Valencia,Neutral
Empieza.,Neutral
Todos viendo el numerito musical! ,Neutral
Recién llegado de Sevilla y me encuentro con esto: ,Negativo
Espectacular Silvia Abascal después de su enfermedad. Que bien! premiosgoya,Positivo
": jaja “CURROSANTOS: rafam_simancas A este paso va a acabar antes la película ""Doctor Zhivago"" que la gala de los Goya”",Negativo
"Pero Xq hay q ser tan mal hablado en el mundo del cine? Es un esfuerzo decir 1 palabrota cada 4 palabras,imagino . PremiosGoya",Negativo
Ni Pedro ni yo os compramos. premiosgoya,Negativo
"Barça 3-1 Valencia. Y el mejor del partido, el portero del Valencia, Alves.",Neutral
hahahahahahahahahaha “JaimeRubio: Todos los nominados al mejor actor SON HOMBRES. machismoenlosGoya goyas2012”,Neutral
"Bueno, 4 goles, igual es sólo fin de ciclo.",Positivo
"ya estoy mas tranquila! “Marialumbreras: Es El Langui, un rapero famoso. Es un chico con mucho talento y luchador.Tiene dos goyas ()”",Positivo
Sex-appeal a pares! ,Positivo
Uy! La hora bruja! Me voy a dormir! Descansad! Hasta mañana !,Neutral
enhorabuena KikeMaillo ;-)),Positivo
"La Gala no merecía tanto pero, a la vista de los premios, santiagosegura merecía más.",Negativo
Cuándo sale Urbizu?,Neutral
"El perro de ""The Artist"" se dopa, dicen algunos.",Negativo
Si es que tengo un ojo! ,Positivo
"Eso siempre vale la pena. Grandes.  Lou_Palacios: AlejandroSanz  Si un besazo para ti too,valio la pena . ",Positivo
Un besazo chicas.  Chile_Paradise: AlejandroSanz mira esta foto y celebramos juntos ,Positivo
De camino a bcn q hoy grabamos TSQV!,Positivo
Portada ,Neutral
Fuengirola denuncia recortes de la Junta en programas de Servicios Sociales. ,Negativo
Empezamos en anarosaq buenos días! ,Neutral
Injusta porque debilita a los trabajadores. Mala pq lejos de crear destruye empleo. Innecesaria y contraproducente pq aumenta la recesión,Negativo
Aznar: 'Ha llegado el tiempo de javierarenas_pp ,Positivo
"Esta reforma feroz da una patada a la puerta que abrió el gobierno Zapatero. Despido libre, degradación del empleo y dictadura patronal.",Neutral
Los 10.0 liberados sindicales le cuestan al país 500 millones ,Negativo
En Sesión Plenaria de las Cortes de Aragón. Debate y  votación dictamen Comisión  Hacienda sobre Proyecto Ley Presupuestos 2012,Neutral
"Bdías y buena semana! Unas palabras el día después del 19F  ""¿Bocadillo y pancarta. o copa y puro?"" Semanaldigital ",Positivo
"""Marea zombi"" Mi columna hoy en LARAZON_es sobre el primer toque de corneta de los camaradas Toxo y Méndez  ",Positivo
"Sevilla-Almería para mantener encuentro con mayores. Posteriormente, reunión comerciantes,pymes,autónomos y empresarios turísticos en Vera.",Neutral
“EGPanda: David_Busta slds desde Chile”ABRAZO!,Positivo
". esperanzaona : "" en Andalucia hay 4.805 asuntos judiciales pendientes y en Malaga 95.716 "" elcambioandaluz",Negativo
Tournée Cospedal hoy: telecincoes OndaCero la_ser cope_es tve_tve antena3com CLM Televisión Y de noche Intereconomia y abcpuntoradio,Neutral
"Increíble audiencia para la gala de los Goya y un sobresaliente para su ""pedazo"" de presentadora mrs Eva H! Bravo!hayquelidiaresetoro",Positivo
"AHernandoVera Muy buen artículo, sí señor",Positivo
Aún no sé si agallego_PP se ha largado sin más o me ha bloqueado. ¿Alguien puede verlo?,Negativo
Me parece estupendo el premio recibido por el documental sobre la persecución del juez Garzón. Enhorabuena!,Neutral
"cuando los recortes se hacen al peso. “el_pais: Los campus de excelencia, en vía muerta ",Negativo
Asunto arreglado con SSantiagosegura !,Positivo
"Todo preparado para empezar mañana las previas de Grease en Madrid, en Gran Vía en el teatro Arteria Coliseum! ",Positivo
";-))  minipunk: mariviromero esperanzaona 5 mujeres y 4 hombres, me gusta ;)",Positivo
"El PP sale más fuerte, unido y cohesionado para hacer frente a la salida de la crisis tras el 17congresoPP ",Positivo
Reuniónes para elcambioandaluz ;-)) ( Partido Popular de Málaga) ,Neutral
Gracias por todo! Me lo he pasado genial en OtraMovida !;-),Positivo
Manda tus vídeos de brutalidad policial a la delegada del Gobierno en Valencia:  psanchezdeleon  IESLluisVives,Negativo
Imágenes y testimonios muestran la extrema dureza de las cargas policiales contra estudiantes en Valencia. ,Negativo
Las fotos de las cargas policiales en Valencia son tremendas ,Negativo
Lo inhabilitan pero sigue siendo moralmente un gran juez. Mañana tendrán que rehabilitarlo.,Positivo
Lectura para followers que se dedican a la política: ,Neutral
"En andalucia lo que mas se ha dictaminado en dependencia es "" cuidados en el entorno familiar"" y esto hace imposible el respiro familiar ..",Negativo
"Tremenda la narración de la periodista de Radio Nacional en Valencia, contando cómo la han golpeado ",Negativo
"La respuesta policial de Valencia obedece a la agresividad de los manifestantes, dice el responsable de la policía de la Com Valenciana",Negativo
Glups!  ElTopoErudito: El miedo es la nostalgia de lo que aún se tiene.,Negativo
El nuevo Presidente Alemán. : no soy superman. ,Negativo
Me cuentan que en el Canal 24 horas darán parte de la rueda de prensa de la delegada del Gobierno  en Valencia (en diferido) en un rato.,Neutral
"Incidentes en Valencia. La Policía debe mantener el orden, pero también medir el uso de la fuerza. Vienen tiempos de tensión en las calles.",Negativo
PPHortaleza mdcospedal: “Hay que poner un dique de contención a la sangría del paro” ,Negativo
Resulta inquietante y siniestro este ambiente de crispación contínua. queestápasando,Negativo
"Un ministro me ha dicho hoy que en el Congreso del PP en Sevilla ""Rajoy ha nombrado ministra del PP a Cospedal""",Neutral
"La solución griega no me convence. 130.0 millones para devolver deuda. Eso, por sí sólo, no mejorará la situación.",Negativo
"“PabloLopezMusic: David_Busta venga va, tu a los 3.3 y yo a los 3.David!”VAMOS!",Neutral
"OS DESEO FELICIDAD! buenas noches, buenas noches y buenas noches! MiNumeroEsEl3 !",Positivo
Por eso no queria dejarla abandonada en el desierto de las canciones muertas.  RoberttoRuben: AlejandroSanz . ,Neutral
AlexdelaIglesia juandiegobotto mucho insomne veo por estos lares.,Negativo
Los ministros de economía de la zona euro han aprobado el 2º rescate para evitar que Grecia quiebre. Se destinarán 130 millones euros,Neutral
Días para que en la cabeza suene esta música. Oh! Esta música.  ,Neutral
Periódicos locales que siempre buscan la manera de vengarse de quien señala su mediocridad. Esos periódicos locales.,Negativo
Bienvenido el acuerdo con Grecia. Por fin!!,Positivo
esNoticia: Libertad Digital &gt; La Guardia Civil detiene en Andoáin a dos etarras ,Positivo
"Abogado Urdangarín: ""Si ha cometido errores, como todo ciudadano, yo los califico de errores administrativos (.) """,Negativo
En el blog: Un futuro valenciano ,Neutral
"Hoy estaré en la presentación de sumaconspicua, una nuevo sello literario con el que edito mi primera novela.  ",Positivo
( leer con tono de peli de miedo)Ya estoy aqui ! Por fin la promo de mi nuevo programa A3NumeroUno ,Positivo
La CEOE es insaciable. Considera insuficiente el estado de excepción laboral y va a por la prestación del desempleo y el derecho de huelga.,Negativo
"Ayer en otramovida, m partí d la risa con David_Busta ,el momento n q s sube al coche s genuino! FELICIDADES Flofdez ",Positivo
"Gobierno, Psoe, Ciu y Pnv pactan un texto conjunto ante la petición de UPyD que pide ilegalización de Bildu y Amaiur en el Congreso",Neutral
Gallardón : la policía ha actuado  obligada x violencia provocada.Desde  q es Ministro se ha quitado careta ideológica ,Negativo
"Gallardón, sobre Valencia: violar la ley debe tener igual reproche para menores - ",Negativo
CesarxG1: Si tuvieras q buscar un paraiso terrenal a QROO has de viajar XQ ES EL 1 paurubio (cont) ,Positivo
"¿Por qué hoy sí hablan de ""excesos"" en Valencia y ayer era una carga ""proporcionada""?primaveraestudiantil",Negativo
"Ministro de Interior asegura que los detenidos esta noche forman parte de un comando legal de eta. ""el estado no está en tregua""",Negativo
Acusaban al PP de crispar y ahora escriben cosas así. flipo. Para sobrevivir hacen falta estos excesos? ,Negativo
